id,year,occup1,woj,nace,technical,math,artistic,computer,cognitive,managerial,interpersonal,individual,physical,availability,office,total_skills
611046,2014,2,12,C,0,0,0,1,1,0,1,0,0,0,0,3
645028,2014,2,22,J,0,0,0,1,0,0,0,0,0,0,0,1
641364,2014,4,14,J,0,0,0,1,0,0,1,1,0,0,0,3
647014,2014,3,18,M,0,0,0,1,0,0,1,1,0,1,0,4
643082,2014,2,30,C,0,0,0,1,0,0,0,0,0,0,0,1
643015,2014,2,22,J,0,0,0,1,0,0,0,0,0,0,0,1
643016,2014,2,22,J,0,0,0,1,0,0,0,0,0,0,0,1
622231,2014,2,32,J,0,0,0,1,0,1,0,0,0,0,0,2
645003,2014,2,14,K,0,0,0,1,0,0,0,0,0,0,0,1
640283,2014,4,30,M,0,0,0,1,0,1,0,1,0,0,0,3
641316,2014,2,14,J,0,0,0,1,1,0,1,1,0,0,0,4
642035,2014,2,24,J,0,0,0,1,0,0,0,0,0,0,0,1
622208,2014,3,30,J,1,0,0,1,0,1,0,0,0,0,0,3
645033,2014,2,22,J,0,0,0,1,1,1,0,1,0,0,0,4
626035,2014,3,24,C,0,0,0,1,0,0,0,0,0,0,0,1
641323,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,1,2
613050,2014,3,12,C,0,0,0,1,1,0,1,1,0,1,0,5
622010,2014,2,06,J,0,0,0,1,0,0,0,1,0,0,0,2
645029,2014,2,22,K,0,0,0,1,1,0,1,0,0,0,0,3
622251,2014,2,24,J,0,0,0,1,1,0,1,0,1,0,0,4
641346,2014,2,14,J,0,0,0,1,0,0,1,0,0,0,0,2
622058,2014,2,14,J,1,0,0,1,1,1,1,1,0,0,1,7
643385,2014,2,12,J,0,0,0,1,0,0,0,0,0,0,0,1
641102,2014,2,10,J,0,0,0,1,0,0,0,1,0,0,0,2
622226,2014,2,30,J,0,0,0,1,1,0,0,0,0,0,0,2
644021,2014,2,06,G,0,0,0,1,0,1,1,1,0,1,0,5
645025,2014,2,22,J,0,0,0,1,1,1,1,1,0,0,0,5
647021,2014,2,18,J,0,0,0,1,0,0,1,1,0,1,0,4
646037,2014,2,12,J,0,0,0,1,0,0,0,1,0,0,0,2
641046,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
641304,2014,2,14,J,0,0,0,1,1,0,1,1,0,0,0,4
643068,2014,2,30,C,0,0,0,1,0,0,0,0,0,0,0,1
644075,2014,2,02,J,0,0,0,1,0,0,1,0,0,0,0,2
644200,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
646051,2014,2,12,J,0,0,0,1,0,0,0,1,0,0,0,2
641292,2014,2,14,J,0,0,0,1,0,1,0,1,0,0,0,3
622064,2014,2,14,J,0,1,0,1,1,0,0,1,0,0,0,4
622059,2014,2,14,J,0,0,0,1,1,1,1,1,0,0,0,5
622078,2014,2,14,J,0,0,0,1,1,1,0,1,0,0,0,4
643018,2014,2,22,J,0,0,0,1,0,0,0,0,0,0,0,1
641334,2014,3,14,J,0,0,0,1,0,0,0,0,0,0,0,1
644010,2014,2,12,J,0,0,0,1,1,0,1,1,0,0,0,4
641326,2014,2,14,J,0,0,0,1,0,0,1,0,0,0,0,2
642004,2014,2,18,J,0,0,0,1,0,0,0,0,0,0,0,1
642005,2014,2,18,J,0,0,0,1,0,0,0,0,0,0,0,1
641009,2014,2,20,J,0,0,0,1,1,0,0,0,0,0,0,2
641010,2014,2,20,J,0,0,0,1,1,0,0,0,0,0,0,2
641011,2014,2,20,J,0,0,0,1,1,0,0,0,0,0,0,2
641012,2014,2,20,J,0,0,0,1,1,0,0,0,0,0,0,2
641013,2014,2,20,J,0,0,0,1,1,0,0,0,0,0,0,2
622258,2014,2,24,J,0,0,0,1,1,0,0,1,0,0,0,3
622259,2014,2,24,J,0,0,0,1,1,0,1,1,0,0,0,4
641074,2014,2,10,J,0,0,0,1,0,0,0,0,0,0,0,1
641002,2014,2,20,C,0,0,0,1,0,0,0,0,0,0,0,1
646003,2014,2,12,J,0,0,0,1,0,0,1,1,0,0,0,3
622087,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,0,1
644184,2014,2,10,J,0,0,0,1,0,0,0,0,0,0,0,1
644213,2014,2,10,J,0,0,0,1,0,0,0,0,0,0,0,1
644214,2014,2,10,J,0,0,0,1,0,0,0,0,0,0,0,1
644002,2014,2,12,J,0,0,0,1,1,0,1,1,0,0,0,4
641108,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
644209,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
625103,2014,2,02,J,0,0,0,1,1,0,0,1,0,0,0,3
614219,2014,3,14,C,0,0,0,1,0,0,0,1,0,0,0,2
641298,2014,2,14,M,0,0,0,1,0,0,1,0,0,0,0,2
641095,2014,2,10,J,0,0,0,1,1,0,1,1,0,0,0,4
643369,2014,2,12,J,0,0,0,1,0,0,0,0,0,0,0,1
644189,2014,2,10,J,0,0,0,1,0,0,0,1,0,0,0,2
644215,2014,2,10,J,0,0,0,1,0,0,0,1,0,0,0,2
643416,2014,2,12,J,0,0,0,1,0,0,0,0,0,0,0,1
644066,2014,2,02,J,0,0,0,1,1,0,1,1,0,0,0,4
641317,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,0,1
641295,2014,2,14,J,0,0,0,1,0,1,1,1,0,0,0,4
644025,2014,2,06,J,0,0,0,1,0,0,0,0,0,0,0,1
646027,2014,2,12,K,0,0,0,1,0,0,0,0,0,0,0,1
642040,2014,2,24,K,0,0,0,1,0,0,0,0,0,0,0,1
622224,2014,2,30,J,0,0,0,1,0,0,0,0,0,0,0,1
644008,2014,2,12,J,0,0,0,1,1,1,0,0,0,0,0,3
611052,2014,2,12,G,1,0,0,1,0,0,0,1,0,0,0,3
610063,2014,2,02,C,0,0,0,1,0,0,1,0,0,0,0,2
610064,2014,2,02,C,0,0,0,1,0,0,1,0,0,0,0,2
641064,2014,2,10,K,0,0,0,1,0,0,0,0,0,0,0,1
641079,2014,2,10,J,0,0,0,1,0,0,0,0,0,0,0,1
644069,2014,2,02,J,0,0,0,1,0,0,1,1,0,0,0,3
622246,2014,2,24,J,0,0,0,1,0,0,0,0,0,0,0,1
641101,2014,2,10,J,0,0,0,1,1,0,1,1,0,0,0,4
626034,2014,3,24,C,0,0,0,1,0,0,0,0,0,1,0,2
642099,2014,2,24,J,1,0,0,1,0,0,0,0,0,0,0,2
622047,2014,2,14,J,0,0,0,1,0,0,1,1,0,0,0,3
622220,2014,2,30,J,0,0,0,1,0,0,0,0,0,0,0,1
644186,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
641078,2014,2,10,K,0,0,0,1,0,0,1,0,0,0,0,2
608122,2014,5,20,E,0,0,0,1,1,1,1,1,0,0,0,5
623051,2014,2,04,C,0,0,1,1,1,1,1,1,0,0,0,6
631163,2014,2,02,M,0,0,0,1,0,1,1,1,0,0,0,4
626278,2014,3,02,C,0,0,0,1,1,0,0,1,0,1,0,4
620351,2014,5,02,K,0,0,0,1,0,0,1,1,0,0,0,3
626274,2014,2,02,C,0,0,0,1,0,0,0,1,0,0,0,2
602330,2014,2,24,M,0,0,0,1,0,0,0,1,0,0,0,2
643273,2014,4,22,G,0,0,1,1,1,0,1,1,0,0,0,5
605379,2014,5,18,D,0,0,1,1,0,0,0,0,0,0,0,2
629087,2014,5,30,G,0,0,1,1,0,0,1,1,0,1,0,5
602091,2014,5,04,G,0,0,0,1,0,0,1,1,0,0,0,3
629216,2014,5,04,M,0,0,0,1,0,0,1,1,0,0,0,3
615045,2014,5,12,G,0,0,1,1,0,1,1,0,1,0,1,6
618285,2014,4,30,N,0,0,0,1,0,0,1,1,0,0,0,3
624322,2014,5,30,N,0,0,0,1,0,1,1,1,1,0,0,5
627251,2014,4,10,M,0,0,0,1,0,1,1,1,1,0,0,5
629355,2014,4,30,N,0,0,0,1,0,1,1,1,1,0,0,5
646208,2014,5,10,C,0,0,0,1,0,1,1,1,1,0,0,5
631168,2014,5,06,G,0,0,0,1,0,0,0,0,0,0,0,1
631169,2014,5,06,G,0,0,0,1,0,0,0,0,0,0,0,1
631170,2014,5,06,G,0,0,0,1,0,0,0,0,0,0,0,1
631171,2014,5,06,G,0,0,0,1,0,0,0,0,0,0,0,1
637057,2014,5,30,G,0,0,0,1,0,0,1,1,0,0,0,3
626253,2014,2,14,C,0,0,0,1,1,1,1,1,0,0,1,6
610377,2014,2,10,M,0,0,0,1,0,0,0,0,0,0,0,1
622295,2014,4,12,J,0,0,0,1,1,0,1,0,0,0,0,3
605308,2014,2,22,J,0,0,1,1,1,1,1,1,0,0,0,6
610363,2014,2,22,M,0,0,1,1,1,1,1,1,0,0,0,6
610364,2014,2,22,M,0,0,1,1,1,1,1,1,0,0,0,6
643045,2014,2,30,J,0,0,0,1,0,0,0,0,0,0,0,1
646261,2014,2,04,C,0,0,0,1,1,0,0,1,0,0,0,3
645198,2014,2,22,J,0,0,0,1,1,0,1,1,0,1,0,5
642061,2014,2,24,J,0,0,0,1,0,0,0,0,0,0,0,1
645030,2014,2,22,C,0,0,1,1,0,0,0,0,0,0,0,2
636151,2014,2,10,C,0,0,0,1,1,0,0,0,0,0,0,2
607261,2014,3,22,C,0,0,0,1,1,1,1,1,0,0,1,6
610197,2014,2,02,G,0,0,0,1,0,0,0,0,0,0,0,1
643409,2014,2,12,J,0,0,0,1,1,0,0,0,0,0,0,2
634280,2014,2,02,K,0,0,0,1,0,0,0,0,0,0,0,1
622221,2014,2,30,J,0,0,0,1,0,0,0,0,0,0,0,1
610213,2014,2,02,J,0,0,0,1,0,0,0,0,0,0,0,1
644204,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
634301,2014,2,04,J,0,0,0,1,0,0,0,0,0,0,0,1
622048,2014,2,14,C,0,0,0,1,0,0,0,0,0,0,0,1
628036,2014,2,22,J,0,0,0,1,1,1,1,0,0,1,0,5
637078,2014,2,30,C,0,0,0,1,0,1,1,0,0,1,0,4
644041,2014,2,04,C,0,0,0,1,1,1,1,0,0,1,0,5
645042,2014,2,22,J,0,0,0,1,0,0,1,1,0,1,0,4
644046,2014,2,04,C,1,0,0,1,1,0,0,0,0,0,0,3
643339,2014,2,04,J,1,0,0,1,1,0,1,1,0,0,0,5
611097,2014,2,04,J,1,0,0,1,1,0,0,0,0,0,0,3
643334,2014,2,04,C,0,0,0,1,0,0,0,0,0,0,0,1
642292,2014,2,24,J,0,0,0,1,0,1,0,0,0,0,1,3
628223,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,1,2
642325,2014,2,20,C,1,0,0,1,1,0,0,0,0,0,0,3
642326,2014,2,20,C,1,0,0,1,1,0,0,0,0,0,0,3
626002,2014,2,30,J,0,0,0,1,0,0,0,0,0,0,0,1
626003,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,0,1
641065,2014,2,10,K,0,0,0,1,0,0,0,0,0,0,0,1
630172,2014,2,14,J,0,0,0,1,1,1,1,1,1,0,1,7
634278,2014,2,02,C,0,0,0,1,1,0,1,1,0,0,0,4
641301,2014,2,14,J,0,0,0,1,0,0,1,1,0,0,0,3
619419,2014,7,02,C,0,0,0,1,0,0,0,0,0,0,0,1
618271,2014,2,30,J,0,0,0,1,0,0,1,0,0,0,0,2
628328,2014,2,14,J,0,0,0,1,0,0,1,0,0,0,0,2
616196,2014,2,28,C,0,0,0,1,0,0,1,1,0,0,0,3
622117,2014,2,14,J,1,0,0,1,0,0,1,0,0,0,0,3
609228,2014,4,02,J,0,0,0,1,1,0,0,1,1,0,0,4
622083,2014,2,14,C,0,0,0,1,0,0,0,0,0,0,0,1
643060,2014,7,30,J,0,0,0,1,1,0,0,1,0,0,0,3
622190,2014,2,30,J,0,0,0,1,0,0,0,0,0,0,0,1
614082,2014,3,10,C,0,0,0,1,0,0,1,1,0,0,0,3
643069,2014,2,30,J,0,0,0,1,0,0,0,1,0,0,0,2
642020,2014,2,18,J,0,0,0,1,0,0,1,1,0,0,0,3
644034,2014,2,08,J,0,0,0,1,0,0,0,0,0,0,0,1
617143,2014,3,14,M,1,0,0,1,0,0,0,0,0,0,0,2
646106,2014,3,14,C,1,0,0,1,0,0,0,0,0,0,0,2
646245,2014,7,24,G,0,0,0,1,0,0,1,0,0,0,0,2
641324,2014,2,14,J,0,0,0,1,0,1,1,0,0,0,0,3
634305,2014,2,04,J,0,0,0,1,0,0,0,0,0,0,0,1
643344,2014,2,04,J,0,0,0,1,0,0,0,0,0,0,0,1
643345,2014,2,04,J,0,0,0,1,0,0,0,0,0,0,0,1
643352,2014,2,06,J,0,0,0,1,0,0,0,0,0,0,0,1
643353,2014,2,06,J,0,0,0,1,0,0,0,0,0,0,0,1
645203,2014,2,22,K,0,0,0,1,1,0,0,0,0,0,0,2
645205,2014,2,22,K,0,0,0,1,1,0,0,0,0,0,0,2
645207,2014,2,22,K,0,0,0,1,1,0,0,0,0,0,0,2
622038,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,0,1
643094,2014,2,30,J,0,0,0,1,1,0,1,1,0,0,0,4
613070,2014,2,12,J,0,0,0,1,0,0,0,0,0,0,0,1
643131,2014,2,24,N,0,0,0,1,0,0,0,0,0,0,0,1
611040,2014,2,14,C,0,0,0,1,1,0,1,1,0,0,0,4
641357,2014,2,14,J,0,0,0,1,1,0,1,1,0,0,0,4
644194,2014,2,10,J,0,0,0,1,0,0,1,1,0,0,0,3
645009,2014,2,14,K,0,0,0,1,0,0,0,0,0,0,0,1
643372,2014,2,12,J,0,0,0,1,1,0,1,1,0,0,0,4
614117,2014,2,24,J,0,0,0,1,1,1,1,1,0,0,0,5
643354,2014,2,06,C,0,0,0,1,0,0,1,0,0,0,0,2
642012,2014,2,18,J,0,0,1,1,0,0,1,0,0,0,0,3
643020,2014,3,22,M,0,0,0,1,0,0,0,0,0,0,0,1
642068,2014,2,24,J,0,0,0,1,0,0,1,1,0,0,0,3
622199,2014,3,30,J,0,0,0,1,0,0,0,0,0,1,0,2
625428,2014,3,22,K,0,0,0,1,0,1,0,1,0,0,0,3
630216,2014,3,14,K,0,0,0,1,0,1,1,1,0,1,0,5
601213,2014,4,12,C,0,0,0,1,0,0,0,0,0,0,0,1
643039,2014,2,30,J,0,0,0,1,1,0,0,1,0,0,0,3
601236,2014,3,14,C,0,0,0,1,1,0,1,1,0,0,0,4
619217,2014,4,24,M,0,0,0,1,0,0,0,0,0,0,1,2
607342,2014,4,14,N,0,0,0,1,0,0,0,0,0,0,0,1
640178,2014,1,22,J,0,0,0,1,0,0,0,0,0,0,1,2
630222,2014,3,14,C,0,0,0,1,0,0,1,1,0,0,0,3
639128,2014,3,06,N,0,0,0,1,0,0,0,0,0,0,0,1
611195,2014,2,14,C,0,0,0,1,0,0,0,0,0,0,0,1
617190,2014,7,30,M,0,0,0,1,1,0,0,1,0,0,0,3
634175,2014,3,12,K,0,0,0,1,0,0,0,0,0,0,0,1
616204,2014,4,30,N,0,0,1,1,0,0,0,0,0,1,0,3
618091,2014,3,22,N,0,0,0,1,0,0,1,0,0,1,0,3
619030,2014,5,22,M,0,0,0,1,0,0,1,0,0,1,0,3
611056,2014,4,12,C,0,0,0,1,0,0,0,0,0,0,0,1
609438,2014,2,16,C,0,0,0,1,0,0,1,1,0,0,0,3
646132,2014,4,12,M,0,0,0,1,0,0,0,0,0,0,0,1
626201,2014,2,14,C,0,0,0,1,0,0,0,0,0,0,0,1
636122,2014,1,06,C,0,0,0,1,1,0,0,1,0,1,0,4
634158,2014,1,12,J,0,0,0,1,0,1,0,1,0,0,0,3
607372,2014,1,04,C,1,0,0,1,1,1,0,1,0,0,0,5
613126,2014,2,18,H,0,0,0,1,0,0,0,0,0,0,0,1
604089,2014,2,24,I,0,0,0,1,0,0,0,1,0,1,0,3
607128,2014,2,22,F,0,0,0,1,0,0,1,1,0,1,0,4
622121,2014,2,14,M,0,0,0,1,0,0,0,0,0,1,0,2
622074,2014,3,14,J,0,0,0,1,1,0,1,1,0,0,0,4
647065,2014,3,14,C,0,0,0,1,1,0,1,1,0,0,0,4
630249,2014,7,24,M,0,0,0,1,0,0,0,1,0,1,0,3
643174,2014,2,24,C,0,0,0,1,0,0,0,0,0,0,0,1
633073,2014,5,14,J,0,0,0,1,0,1,1,1,0,0,0,4
610327,2014,4,12,C,0,0,0,1,0,0,1,1,0,1,0,4
623041,2014,2,04,C,0,0,0,1,0,1,0,1,0,0,1,4
643355,2014,2,06,C,0,0,0,1,0,0,0,0,0,0,0,1
642089,2014,2,24,J,0,0,0,1,0,0,1,1,0,0,0,3
641073,2014,2,10,K,0,0,0,1,0,0,0,0,0,0,0,1
646034,2014,2,12,J,0,0,1,1,0,0,0,1,0,0,0,3
642014,2014,2,18,J,0,0,0,1,0,0,0,0,0,0,0,1
629052,2014,5,30,N,0,0,0,1,0,0,0,1,0,0,0,2
612220,2014,3,06,C,0,0,0,1,0,0,0,0,0,0,0,1
614011,2014,3,30,M,0,0,0,1,1,0,1,1,0,1,0,5
628379,2014,3,14,C,0,0,1,1,1,0,1,1,0,1,0,6
611045,2014,2,12,J,0,0,0,1,0,0,0,0,0,0,0,1
613097,2014,2,12,C,0,0,0,1,1,0,0,1,0,0,0,3
646249,2014,3,02,D,1,0,0,1,0,0,1,1,0,1,0,5
610101,2014,3,30,J,0,0,0,1,0,0,0,0,0,0,0,1
636007,2014,3,32,C,0,0,1,1,0,0,1,1,0,0,0,4
609420,2014,5,06,D,0,0,0,1,1,0,1,0,0,0,0,3
641041,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
641050,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
643419,2014,2,12,J,0,0,0,1,1,0,1,1,0,0,0,4
645057,2014,2,22,J,0,0,0,1,0,0,0,0,0,0,0,1
643232,2014,2,20,N,0,0,0,1,0,0,0,0,0,0,0,1
622085,2014,2,14,J,0,0,0,1,1,0,1,1,0,0,0,4
618342,2014,2,14,P,0,0,0,1,0,1,0,0,0,1,0,3
644073,2014,2,02,J,0,0,0,1,0,0,0,0,0,0,0,1
622197,2014,2,30,J,0,0,0,1,1,0,1,1,0,0,0,4
640281,2014,2,30,N,0,0,0,1,1,0,1,1,0,0,0,4
622057,2014,2,14,J,0,0,0,1,1,0,0,0,0,0,0,2
646012,2014,2,12,J,0,0,0,1,1,0,0,0,0,0,0,2
645011,2014,2,22,M,0,0,0,1,0,0,0,0,0,0,0,1
622003,2014,2,06,J,0,0,0,1,0,0,0,0,0,0,0,1
626263,2014,2,12,C,0,0,0,1,0,0,1,0,0,0,0,2
623003,2014,8,14,M,0,0,1,1,0,0,0,1,0,0,1,4
622193,2014,2,30,J,0,0,0,1,1,0,0,0,0,0,0,2
641052,2014,2,10,D,0,0,0,1,0,0,0,0,0,0,0,1
623141,2014,2,14,C,0,0,0,1,0,0,0,0,0,0,0,1
622223,2014,2,30,J,0,0,0,1,0,0,1,0,0,0,0,2
604161,2014,3,24,C,0,0,0,1,0,0,0,1,0,1,0,3
611239,2014,4,32,C,0,0,0,1,0,0,0,0,0,0,0,1
645243,2014,2,24,C,0,0,0,1,0,0,1,1,0,0,0,3
622123,2014,2,14,O,0,0,0,1,0,0,0,0,0,0,0,1
611041,2014,4,14,O,0,0,0,1,0,0,0,0,0,0,0,1
647092,2014,2,14,C,0,0,0,1,0,0,0,1,0,0,0,2
641008,2014,2,20,J,0,0,0,1,0,0,1,1,0,0,0,3
628327,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,0,1
643425,2014,2,12,J,0,0,0,1,0,0,0,1,0,0,0,2
646030,2014,2,12,J,0,0,0,1,0,0,0,1,0,0,0,2
634133,2014,2,12,C,0,0,0,1,1,1,1,0,0,0,0,4
604273,2014,2,24,C,0,0,0,1,0,0,1,0,0,0,0,2
630194,2014,3,14,S,0,0,0,1,0,0,0,1,0,0,0,2
644053,2014,2,04,J,0,0,0,1,0,1,0,0,0,0,0,2
636223,2014,2,14,J,0,0,0,1,0,1,0,1,0,0,0,3
643421,2014,2,12,F,0,0,0,1,0,0,0,0,0,0,0,1
645006,2014,4,14,M,0,0,1,1,0,0,0,0,0,0,0,2
643038,2014,2,30,J,0,0,0,1,0,1,1,1,0,1,0,5
642031,2014,2,24,J,0,0,0,1,0,0,0,0,0,0,0,1
644044,2014,2,04,G,0,0,0,1,1,0,0,1,0,0,0,3
610193,2014,1,02,C,0,0,0,1,1,1,1,1,0,0,0,5
622062,2014,2,14,J,0,0,0,1,0,0,0,0,0,1,0,2
624034,2014,2,14,C,0,0,0,1,1,1,1,1,0,0,0,5
630177,2014,3,14,C,0,0,0,1,0,0,1,1,0,1,0,4
642328,2014,3,10,M,0,0,1,1,0,0,1,1,0,1,0,5
619256,2014,3,10,C,0,0,1,1,0,0,1,1,0,1,0,5
636153,2014,3,10,M,0,0,0,1,0,0,1,1,0,1,0,4
641356,2014,2,14,J,0,0,0,1,1,0,0,0,0,0,0,2
645034,2014,2,22,K,0,0,0,1,1,0,0,1,0,0,0,3
626241,2014,2,14,C,0,0,0,1,0,0,1,1,0,0,0,3
641028,2014,5,20,J,0,0,0,1,1,0,0,0,0,1,1,4
622254,2014,2,24,J,1,0,0,1,0,0,0,1,0,0,0,3
622262,2014,2,24,J,0,0,0,1,0,0,0,1,0,0,0,2
641188,2014,4,22,C,0,0,0,1,0,1,1,0,0,0,0,3
646066,2014,2,12,J,0,0,0,1,1,0,1,1,0,0,0,4
643374,2014,2,12,J,0,0,0,1,0,0,0,0,0,0,0,1
644028,2014,3,06,M,0,0,0,1,1,0,1,1,0,1,0,5
617177,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,0,1
634295,2014,2,02,K,0,0,0,1,0,1,0,1,0,0,0,3
642034,2014,2,24,J,0,0,0,1,0,0,0,0,0,0,0,1
643014,2014,2,22,J,0,0,0,1,0,0,0,1,0,0,0,2
618302,2014,2,30,J,0,0,0,1,0,0,0,0,0,0,0,1
636172,2014,2,10,J,0,0,0,1,0,0,0,0,0,0,0,1
610137,2014,2,02,N,0,0,0,1,0,0,0,0,0,0,0,1
644058,2014,2,02,J,0,0,0,1,0,0,0,0,0,0,0,1
644205,2014,2,10,J,0,0,0,1,0,0,0,0,0,0,0,1
645121,2014,2,30,J,0,0,0,1,1,1,1,1,0,1,0,6
643338,2014,2,04,J,0,0,0,1,0,0,0,0,0,0,0,1
644022,2014,2,06,J,0,0,0,1,0,0,0,0,0,0,0,1
636102,2014,2,06,J,0,0,0,1,0,0,0,0,0,0,0,1
643358,2014,2,08,J,0,0,0,1,1,0,1,0,0,1,0,4
628389,2014,5,14,M,0,0,1,1,1,0,1,0,0,0,0,4
622192,2014,2,30,J,0,0,0,1,1,0,1,1,0,1,0,5
643099,2014,2,30,J,0,0,0,1,0,0,1,1,0,1,0,4
605230,2014,3,02,C,0,0,0,1,0,0,0,0,0,0,0,1
643383,2014,3,12,J,0,0,0,1,1,0,1,0,0,0,0,3
611252,2014,2,24,F,0,0,0,1,1,0,0,0,0,0,0,2
613118,2014,2,18,C,1,0,0,1,1,0,0,1,0,0,0,4
609218,2014,2,02,H,0,0,0,1,0,0,1,0,0,0,0,2
610071,2014,2,02,J,0,0,0,1,0,0,1,0,0,0,0,2
610072,2014,5,02,C,0,0,0,1,0,0,1,0,0,0,0,2
611062,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
639014,2014,7,24,F,0,0,0,1,0,0,1,0,0,0,0,2
615145,2014,3,18,C,0,0,0,1,0,0,0,0,0,1,0,2
615159,2014,3,26,C,0,0,0,1,0,0,0,0,0,1,0,2
640202,2014,2,30,C,0,0,0,1,1,1,1,1,0,0,0,5
614163,2014,4,20,H,0,0,0,1,1,0,1,0,0,0,0,3
610086,2014,2,06,C,0,0,0,1,0,0,1,1,0,0,0,3
617118,2014,2,06,F,0,0,0,1,0,0,1,1,0,0,0,3
634303,2014,2,04,C,1,0,0,1,1,0,0,0,0,0,0,3
628171,2014,3,32,J,0,0,0,1,0,0,1,1,0,0,0,3
610077,2014,2,04,C,0,0,1,1,1,0,0,1,0,0,0,4
610078,2014,2,04,C,0,0,1,1,1,0,0,1,0,0,0,4
634292,2014,3,02,C,0,0,0,1,0,0,0,0,0,1,0,2
634296,2014,3,02,C,0,0,0,1,0,0,0,0,0,1,0,2
645058,2014,3,22,M,0,0,0,1,0,0,0,1,0,0,0,2
645061,2014,3,22,M,0,0,0,1,0,0,0,1,0,0,0,2
643056,2014,3,30,J,1,0,0,1,0,0,1,1,0,0,0,4
641314,2014,2,14,J,0,0,0,1,0,0,0,0,0,0,0,1
643347,2014,2,06,J,0,0,0,1,0,1,1,1,0,1,0,5
641369,2014,2,14,C,0,0,0,1,0,0,0,0,0,0,0,1
610344,2014,4,28,G,1,0,0,1,0,0,1,1,0,0,0,4
623171,2014,5,14,J,0,0,0,1,1,1,1,1,0,1,0,6
645043,2014,2,22,J,0,0,0,1,0,1,1,1,0,0,0,4
628378,2014,2,14,K,0,0,0,1,0,0,0,0,0,0,0,1
622188,2014,2,30,P,0,0,0,1,0,0,0,0,0,0,0,1
622240,2014,2,24,P,0,0,0,1,0,0,0,0,0,0,0,1
643412,2014,2,12,J,0,0,0,1,0,0,0,0,0,0,0,1
610383,2014,2,02,P,0,0,0,1,0,0,0,0,0,0,0,1
644202,2014,2,10,J,0,0,0,1,0,0,0,0,0,0,0,1
618343,2014,2,14,P,0,0,0,1,0,0,0,0,0,0,0,1
641026,2014,3,20,C,0,0,0,1,0,0,1,1,1,0,0,4
641022,2014,3,20,C,0,0,0,1,0,0,1,1,1,0,0,4
647101,2014,2,14,G,0,0,0,1,1,0,1,1,0,0,0,4
643365,2014,5,12,J,0,0,0,1,0,1,1,0,0,0,0,3
644180,2014,2,10,J,0,0,0,1,0,0,1,0,0,0,0,2
609220,2014,2,02,J,0,0,0,1,1,0,1,1,0,0,0,4
622202,2014,2,30,J,0,0,0,1,1,0,1,1,0,0,0,4
641027,2014,2,20,J,0,0,0,1,0,0,0,0,0,0,0,1
613090,2014,2,12,J,0,0,0,1,0,0,0,1,0,0,0,2
644076,2014,4,02,K,0,0,1,1,1,0,0,1,0,1,0,5
646071,2014,2,12,J,0,0,0,1,0,0,0,1,0,0,0,2
627189,2014,4,14,N,0,0,1,1,0,1,1,1,0,0,0,5
608309,2014,5,14,M,0,0,0,1,1,0,1,0,0,0,0,3
604332,2014,3,32,M,0,0,0,1,1,0,1,1,0,0,0,4
610212,2014,4,02,C,0,0,1,1,1,0,0,1,0,1,0,5
644106,2014,2,16,C,0,0,0,1,0,0,1,0,0,0,0,2
645169,2014,1,30,C,0,0,0,1,1,1,1,1,0,0,0,5
645048,2014,2,22,J,0,0,0,1,0,0,1,0,0,0,0,2
607187,2014,2,18,C,0,0,0,1,0,0,0,0,0,0,0,1
610120,2014,2,24,C,0,0,0,1,0,0,1,0,0,0,0,2
643351,2014,2,06,J,0,0,0,1,0,0,0,1,0,0,0,2
626120,2014,2,14,F,0,0,0,1,0,0,0,1,0,0,0,2
610105,2014,2,30,C,1,0,0,1,0,0,0,0,0,0,0,2
610056,2014,2,02,C,0,0,0,1,0,0,0,1,0,0,0,2
610057,2014,2,02,C,0,0,0,1,0,0,0,1,0,0,0,2
614107,2014,2,24,C,0,0,0,1,0,0,1,1,0,0,0,3
614121,2014,2,24,M,0,0,0,1,0,0,1,1,0,0,0,3
647005,2014,2,16,J,0,0,0,1,1,1,0,0,0,0,0,3
644043,2014,2,04,J,0,0,0,1,0,1,1,0,0,0,0,3
641335,2014,3,14,K,0,0,0,1,0,0,0,0,0,1,0,2
628337,2014,3,14,K,0,0,0,1,0,0,0,0,0,1,0,2
641084,2014,7,10,M,1,0,0,1,0,1,0,1,0,0,0,4
609205,2014,3,30,C,0,0,0,1,0,0,1,1,0,1,1,5
